% Model,shear weak dynamic strain gradient.mph
% Version,COMSOL 6.2.0.290
% Date,"Apr 21 2024, 23:56"
% Dimension,1
% Nodes,49
% Expressions,1
% Description,Global
% -top(v) (mm),State variable load
4.653515133921658E-6,0.003079678406271883
0.044307762356751094,28.58849229456187
0.08096754320903854,45.440457427253804
0.11236461687754527,51.44452096236364
0.1325255227305717,53.46039657241977
0.1574640913561403,55.50818728955726
0.187197126619364,59.41790002584548
0.2213615686243682,63.47055205906291
0.25149959255385973,65.95546927127924
0.2754423292161494,67.24791637945253
0.299271976532371,67.9601625033246
0.32300658985217645,68.0183343632478
0.3467438186802281,67.65849654594031
0.3705047329208786,66.77736663568942
0.39429659502963244,65.58656231636306
0.4183273663762915,63.69134192082766
0.4544508207683041,58.442174500236284
0.49065889097691207,53.29709528404154
0.5149596354849015,50.261692676251364
0.5393341130870494,47.57082970269152
0.5637129791348788,45.14012409150165
0.5881188400932272,43.01835497194148
0.6126178796635307,41.174312968525854
0.6371365942906155,39.496937371689306
0.6617331932361081,38.130667864907885
0.6864645286422412,37.23085031169686
0.711241812872508,36.36366101135022
0.736014711494046,35.66603167140743
0.7608329144294377,34.95840772321615
0.7856883220921731,34.214463958559996
0.8105670498155815,33.53002361937064
0.8354708889233954,32.943007040797035
0.8603953390743557,32.51581704590829
0.885343586579725,32.2278623493742
0.9102849280343421,31.99126139810473
0.9352209880517525,31.799718128529367
0.960162682954892,31.641236518174267
0.9851110899364233,31.504335024984545
1.0100553600342916,31.396780765896565
1.0349605002603235,31.338260085597735
1.059852498248725,31.304606052744045
1.0847947675108902,31.23417457520346
1.1097523615684937,31.164475315600498
1.1347140039035495,31.10178346371066
1.1596836196260696,31.053176728057256
1.1846554411889778,31.033720382746868
1.2096310171860243,31.07024944949392
1.234602377803312,31.148446242142576
1.2595501299927678,31.222920462373136
